sender,subject,body,text,label,label_name
friend@gmail.com,Lunch tomorrow?,Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.,"Subject: Lunch tomorrow?

Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.",0,ham
john.doe@company.com,Team standup notes,"Hey, are you guys doing anything this weekend? We're thinking of going hiking if the weather holds up.","Subject: Team standup notes

Hey, are you guys doing anything this weekend? We're thinking of going hiking if the weather holds up.",0,ham
john.doe@company.com,Meeting at 3pm today,Your presentation yesterday was excellent. The stakeholders were very impressed with the data visualization.,"Subject: Meeting at 3pm today

Your presentation yesterday was excellent. The stakeholders were very impressed with the data visualization.",0,ham
prize@winner-notify.com,Lose 30 pounds in 30 days,Hot singles are waiting to meet you in your area! Join FREE today and find your perfect match! Thousands of beautiful women waiting! Click here NOW!,"Subject: Lose 30 pounds in 30 days

Hot singles are waiting to meet you in your area! Join FREE today and find your perfect match! Thousands of beautiful women waiting! Click here NOW!",1,spam
team@startup.io,Question about the report,"Hi, just wanted to confirm our meeting scheduled for 3pm today in conference room B. Please bring the Q3 reports.","Subject: Question about the report

Hi, just wanted to confirm our meeting scheduled for 3pm today in conference room B. Please bring the Q3 reports.",0,ham
team@startup.io,Welcome to the team,Could you please review the attached document and send me your comments by Friday? Thanks!,"Subject: Welcome to the team

Could you please review the attached document and send me your comments by Friday? Thanks!",0,ham
billing@service.com,Your invoice is ready,Your presentation yesterday was excellent. The stakeholders were very impressed with the data visualization.,"Subject: Your invoice is ready

Your presentation yesterday was excellent. The stakeholders were very impressed with the data visualization.",0,ham
noreply@airline.com,Interview schedule,Are you free for lunch tomorrow around noon? I know a great Italian place near the office.,"Subject: Interview schedule

Are you free for lunch tomorrow around noon? I know a great Italian place near the office.",0,ham
team@startup.io,Follow-up from our call,Following up on our project discussion from last week. The deadline has been moved to Friday. Let me know if that works for you.,"Subject: Follow-up from our call

Following up on our project discussion from last week. The deadline has been moved to Friday. Let me know if that works for you.",0,ham
billing@service.com,Meeting at 3pm today,"Great talking to you earlier! As discussed, I'll send over the proposal by end of day Thursday.","Subject: Meeting at 3pm today

Great talking to you earlier! As discussed, I'll send over the proposal by end of day Thursday.",0,ham
john.doe@company.com,Lunch tomorrow?,Thank you for your application. We'd like to invite you for a technical interview next week.,"Subject: Lunch tomorrow?

Thank you for your application. We'd like to invite you for a technical interview next week.",0,ham
info@lottery-winner.co,Hot singles in your area,URGENT BANK NOTICE: We have detected unauthorized access to your account. Verify your identity NOW by entering your card details at our secure portal.,"Subject: Hot singles in your area

URGENT BANK NOTICE: We have detected unauthorized access to your account. Verify your identity NOW by entering your card details at our secure portal.",1,spam
noreply@airline.com,Lunch tomorrow?,I'm forwarding you the email chain about the client request. Please get in touch with them directly.,"Subject: Lunch tomorrow?

I'm forwarding you the email chain about the client request. Please get in touch with them directly.",0,ham
admin@free-money.net,URGENT: Update your banking info,"EARN BITCOIN FAST! Our automated trading bot guarantees 500% returns daily! Zero risk! Just deposit $100 to start and watch the money roll in! Join 50,000 satisfied members!","Subject: URGENT: Update your banking info

EARN BITCOIN FAST! Our automated trading bot guarantees 500% returns daily! Zero risk! Just deposit $100 to start and watch the money roll in! Join 50,000 satisfied members!",1,spam
friend@gmail.com,Question about the report,Just wanted to wish you a very happy birthday! Hope you have a wonderful day with family and friends.,"Subject: Question about the report

Just wanted to wish you a very happy birthday! Hope you have a wonderful day with family and friends.",0,ham
hr@office.org,Question about the report,Following up on our project discussion from last week. The deadline has been moved to Friday. Let me know if that works for you.,"Subject: Question about the report

Following up on our project discussion from last week. The deadline has been moved to Friday. Let me know if that works for you.",0,ham
team@startup.io,Team standup notes,Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.,"Subject: Team standup notes

Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.",0,ham
friend@gmail.com,Team standup notes,Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.,"Subject: Team standup notes

Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.",0,ham
john.doe@company.com,Interview schedule,"Notes from today's standup: Alice is working on the API, Bob is fixing the login bug, Charlie will handle deployment.","Subject: Interview schedule

Notes from today's standup: Alice is working on the API, Bob is fixing the login bug, Charlie will handle deployment.",0,ham
noreply@verify-account.xyz,Nigerian Prince needs your help,Hot singles are waiting to meet you in your area! Join FREE today and find your perfect match! Thousands of beautiful women waiting! Click here NOW!,"Subject: Nigerian Prince needs your help

Hot singles are waiting to meet you in your area! Join FREE today and find your perfect match! Thousands of beautiful women waiting! Click here NOW!",1,spam
prize@winner-notify.com,Work from home - $5000/week GUARANTEED,"SHOCKING weight loss secret doctors don't want you to know! Lose 30 pounds in 30 days with this one weird trick! 100% natural, no exercise needed! Order now and get 60% OFF!","Subject: Work from home - $5000/week GUARANTEED

SHOCKING weight loss secret doctors don't want you to know! Lose 30 pounds in 30 days with this one weird trick! 100% natural, no exercise needed! Order now and get 60% OFF!",1,spam
noreply@airline.com,Interview schedule,I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?,"Subject: Interview schedule

I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?",0,ham
noreply@airline.com,Weekend plans,The quarterly sales report shows a 12% increase over last quarter. Great work from everyone on the sales team.,"Subject: Weekend plans

The quarterly sales report shows a 12% increase over last quarter. Great work from everyone on the sales team.",0,ham
john.doe@company.com,Reminder: dentist appointment,Welcome aboard! We're excited to have you on the team. Your onboarding schedule is attached.,"Subject: Reminder: dentist appointment

Welcome aboard! We're excited to have you on the team. Your onboarding schedule is attached.",0,ham
noreply@airline.com,Welcome to the team,"Hey, are you guys doing anything this weekend? We're thinking of going hiking if the weather holds up.","Subject: Welcome to the team

Hey, are you guys doing anything this weekend? We're thinking of going hiking if the weather holds up.",0,ham
offer@deals-today.biz,Hot singles in your area,AMAZING LIMITED TIME OFFER! Buy one get three FREE! Today only! This deal expires in 2 hours! Click now! Don't miss out! Best price ever!!!,"Subject: Hot singles in your area

AMAZING LIMITED TIME OFFER! Buy one get three FREE! Today only! This deal expires in 2 hours! Click now! Don't miss out! Best price ever!!!",1,spam
billing@service.com,Reminder: dentist appointment,Welcome aboard! We're excited to have you on the team. Your onboarding schedule is attached.,"Subject: Reminder: dentist appointment

Welcome aboard! We're excited to have you on the team. Your onboarding schedule is attached.",0,ham
team@startup.io,Welcome to the team,Are you free for lunch tomorrow around noon? I know a great Italian place near the office.,"Subject: Welcome to the team

Are you free for lunch tomorrow around noon? I know a great Italian place near the office.",0,ham
